emotion,input_text,target_text
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"I think Protocol 6 might help, but I'd like to investigate a bit further before I suggest it. If you have recently tried Protocol 6, could you tell me if it brought back unmanageable emotions due to old events?"
Fear,Was this caused by a recent or distant event (or events)?,"Would you like to tell me what event triggered these feelings, was it a recent one or a distant one in the past?"
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Is this a particularly challenging period in your life at the moment?
Fear,Do you believe that you should be the saviour of someone else?,"I want you to know that I completely understand what it's like to feel this way, and my next questions might help me understand what is going on under the surface. Do you think you could be trying to be the rescuer of someone else?"
Sadness,Do you believe that you should be the saviour of someone else?,Are you feeling or thinking anything that is giving you the urge to save someone else?
Anger,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel like someone is or was trying to hurt you?
Fear,Are you always blaming and accusing yourself for when something goes wrong?,"Thank you, I'd like us to dig a little deeper if that's ok with you. When things don't work out the way you'd like, do you think you always blame yourself for that?"
Fear,Are you always blaming and accusing yourself for when something goes wrong?,Do you think that perhaps you are always blaming yourself when thing don't work out?
Anger,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Would you say that someone else caused you to feel this way?
Fear,Are you always blaming and accusing yourself for when something goes wrong?,"Okay, that's fine. With you feeling like this, do you find yourself always beating yourself up or getting yourself down when things don't go your way?"
